Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Mural El Árbol de la Vida,Monument,C Marcelo Usera 170,"Calle de la Via, 52","Calle de la Via,",24,0,173.02
Mural La Paz,Monument,Pº Castellana 261,Manuel Caldeiro,"Paseo de la Castellana nº 298,",5,19,140.9
Mural la Remonta,Monument,PLAZA REMONTA 1,Muller,"Calle Muller,",2,22,73.58
Mural Palacio de Congresos,Monument,AVENIDA GENERAL PERON 1,General Perón 1,"Avenida del General Perón frente al nº 4,",1,22,80.59
Mural y escultura bajo puente de Raimundo Fernández Villaverde,Monument,C Raimundo Fernández Villaverde ,Paseo de la Castellana con Raimundo Fer,"Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,",9,14,70.55
Muralla islámica,Monument,Pza Emir Mohamed I ,Segovia 26,"Calle Segovia nº 26,",6,21,153.45
Muralla Jardín Judío,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Murillo,Monument,Pza Murillo ,Espalter,"Calle Espalter nº 1,",13,6,62.07
Muro con escudo,Monument,CALLE CEA BERMUDEZ 4,Canal,"Calle José Abascal frente al nº 2,",7,16,208.23
Muro de Berlín,Monument,PLAZA VIRGEN GUADALUPANA ,Parque Berlín,"Avenida de Concha Espina nº 34,",1,22,285.07
Musa Terpsícore,Monument,C General Millán Astray 15,"Calle Osa de la Vega, 25-103","Calle Osa de la Vega, 25-103,",3,19,698.04
Museo de los Toreros,Monument,C Alcalá 231,Ventas,"Avenida de los Toreros nº 49,",13,14,188.92
Muñoz Degraín,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,139.73
My sky Hole - Madrid,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Máquina de vapor,Monument, ,"C. de Castiello de Jaca, 14","C. de Castiello de Jaca, 14,",8,15,4292.86
Mártires de la Sacramental de San Isidro,Monument,Pº Ermita del Santo 78,PASEO DE LOS MELANCÓLICOS 73,"PASEO DE LOS MELANCÓLICOS 73,",4,19,641.19
Mártires San Fermín de los Navarros,Monument,PASEO EDUARDO DATO 10,Castellana 33,"Castellana 33,",4,19,305.25
Mère Ubu,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,67.09
Móvil,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,66.99
Nacho Ugalde,Monument,PLAZA IGNACIO UGALDE 5,"Avenida de Hellin, 13","Avenida de Hellin, 13,",5,18,171.16
Nebrija,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,85.79
Neptuno,Monument,Pza Cánovas del Castillo ,Marqués de Cubas,"Calle del Marqués de Cubas nº 25,",7,16,183.87
Newton y dolmen de Dalí,Monument,Pza Dalí ,Palacio de Deportes,"Calle Goya nº 99,",1,26,103.79
Nicanor Barroso,Monument,C Encomienda de Palacios ,"Encomienda de Palacios, 8","Encomienda de Palacios, 8,",8,15,395.16
Nicolás Fernández de Moratín,Monument,C Huertas 69,Huertas,"Calle Jesús nº 1,",4,22,19.89
Niños en el Colegio Rufino Blanco,Monument,CALLE GENERAL ALVAREZ DE CASTRO 46,Canal,"Calle José Abascal frente al nº 2,",7,16,127.63
Niño con caracola,Monument,Pza Doctor Laguna 1,Doce de Octubre,"Calle Doce de Octubre nº 28,",15,8,118.83
Niños con jarrón de Cibeles,Monument,Pza Cibeles ,Cibeles,"Plaza Cibeles,",16,7,39.17
Niños con jarrón en Atocha,Monument,Pza Emperador Carlos V ,Cuesta de Moyano,"Cuesta de Claudio Moyano,",8,15,41.59
Niños en el Colegio Público Marcelo Usera,Monument,C Perales de Tajuña 1,Glorieta de Cádiz,"Calle Antonio López nº 129,",11,11,203.12
Noria de la Fábrica de Porcelana,Monument,Pº Duque de Fernán Núñez ,"Paseo Reina Cristina,6","Paseo Reina Cristina,6,",8,15,419.26
Nubes Cromáticas,Monument, ,"Calle del Boj, 5","Calle del Boj, 5,",8,14,692.67
Nuestra Señora de los Desamparados,Monument,Pza Pinazo 9,"Calle Cifuentes, 5","Calle Cifuentes, 5,",11,12,794.33
Nuestra Señora de Moratalaz,Monument,C Entre Arroyos 19,"Calle del Arroyo Belincoso, 26","Calle del Arroyo Belincoso, 26,",15,8,223.07
Obelisco de la Fuente Castellana,Monument, ,"Paseo de las Yeserías, 15","Paseo de las Yeserías, 15,",16,7,191.26
Obelisco de la Vicalvarada,Monument, ,Villablanca  7,"Calle Villablanca 7,",5,18,151.16
Obelisco del 2 de Mayo y Caídos por España,Monument,Pza Lealtad ,"Calle Felipe IV, 3","Calle Felipe IV, 3,",8,15,155.07
Obelisco Laus Deo I,Monument,C Bustamante 2,Delicias,"Calle Bustamante nº 1,",7,16,20.79
Obelisco Laus Deo II,Monument,Pza Ortega y Munilla ,Metro Pirámides,"Paseo de los Olmos nº 28,",8,14,76.1
Obelisco Pasillo Verde,Monument,C Santa María la Real de Nieva ,"Paseo de los Pontones, 45","Paseo de los Pontones, 45,",12,11,216.35
Obeliscos octogonales Av Andalucía,Monument,Avda Andalucía ,"Calle Cifuentes, 5","Calle Cifuentes, 5,",11,12,389.17
Obeliscos-Pirámides,Monument,Gta Pirámides ,Pirámides,"Calle Toledo nº 181,",20,4,93.89
Ocho columnas en los jardines de Cecilio Rodríguez,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",3,24,118.43
Octaedro-Aire,Monument,GLORIETA SANTA MARIA DE LA CABEZA 1,Santa María de la Cabeza,"Paseo de Santa María de la Cabeza nº 58,",18,9,71.89
Ola a Ritmo de Txalaparta,Monument,ESTACION DE METRO CHAMARTIN ,Chamartín,"Calle Rodríguez Jaén nº 40,",8,14,171.34
Olivar Hinojosa-Bosque Olivar,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Olivar Reina Sofía,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Olivo en bronce,Monument,Pza Dalí ,Palacio de Deportes,"Calle Goya nº 99,",1,26,96.17
Orden cósmico,Monument,Trav Felipe de Diego s/n,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",21,5,301.84
Ordoño I,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",11,16,52.02
Ordoño II,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",11,16,68.71
Organización de Profesionales y Autónomos O.P.A.,Monument,Pº Prado ,"Calle Felipe IV, 3","Calle Felipe IV, 3,",8,15,171.99
Organización Mundial Turismo,Monument,CALLE GENERAL YAGÜE 1,San Germán 5,"Calle San Germán nº 5,",1,23,147.13
Oso de Berlín,Monument,PARQUE BERLIN ,Parque Berlín,"Avenida de Concha Espina nº 34,",1,22,182.86
Oso y Madroño,Monument,C Carmen ,Carretas,"Calle Carretas nº 8,",2,21,85.23
Oso y Madroño,Monument,C Barros 16,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",21,5,555.43
Oso y Madroño,Monument,PLAZA PROSPERIDAD 1,Prosperidad,"Calle Suero de Quiñones nº 3,",4,23,38.72
Osos sentados de la Casa de Fieras,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",3,24,123.32
Osos tumbados de la Casa de Fieras,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",3,24,71.36
Pabellón islámico,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Pablo Iglesias,Monument,AVENIDA PABLO IGLESIAS 2,Santa Engracia 127,"Calle Santa Engracia nº 127,",1,22,303.96
Pablo Luna,Monument,CALLE SANDOVAL 6,Malasaña,"Calle Manuela Malasaña nº 5,",10,17,183.31
Pablo Montesino,Monument,C San Bernardo 70,Norte,"Calle norte nº 8,",3,16,115.32
Pablo Neruda,Monument,CALLE HILARION ESLAVA 2,Arcipreste de Hita A,"Calle Arcipreste de Hita nº 12,",3,20,174.14
Pablo Picasso,Monument,PLAZA PABLO RUIZ PICASSO 1,General Perón con Poeta Joan Maragall,"Avenida del General Perón frente al nº 36,",4,19,253.99
Pablo Ruíz Picasso,Monument,C San Pedro Mártir 5,Jesús y María,"Calle Lavapiés nº 34,",4,13,219.57
Pablo Sorozábal,Monument,CALLE PRINCIPE DE VERGARA 141,María Francisca 1,"Calle María Francisca nº 3,",1,18,141.75
Padre Damián,Monument,CALLE PADRE DAMIAN 2,Paseo de la Habana 63,"Paseo de la Habana nº 63,",4,19,286.03
Padre Llanos,Monument,C Cooperativa Eléctrica ,"Calle Puerto de Balbaran, 10","Calle Puerto de Balbaran, 10,",22,3,391.22
Pairón o Peirón,Monument,C María de Molina ,Velázquez 130,"Calle Velázquez nº 130,",1,26,292.37
Palacete Villa Rosa,Monument,Ctra Canillas 2,"Vicente Muzas, 12","Vicente Muzas, 12,",8,15,450.52
Palacio de Miraflores,Monument,Ctra San Jerónimo 15,Sevilla,"Calle Alcalá nº 27,",5,13,164.55
Paloma de la Paz,Monument,Pza Paloma de la Paz 1,"Calle Cifuentes, 5","Calle Cifuentes, 5,",11,12,939.71
Paloma de la Paz,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Paneles cerámicos vidriados. Palomeras bajas,Monument,CALLE AHIJONES 1,"Calle Puerto de Balbaran, 10","Calle Puerto de Balbaran, 10,",22,3,271.96
Pareja Feliz,Monument,C Arturo Soria 214,"Vicente Muzas, 12","Vicente Muzas, 12,",8,15,324.59
Parque de Atenas,Monument,PASEO CIUDAD DE PLASENCIA ,Segovia 45,"Calle Segovia nº 45,",19,8,297.93
Parque de Atracciones,Monument, ," Paseo de la Venta, 1","Paseo de la Venta, 1,",7,20,562.46
Parque de la Arganzuela,Monument, ,"Paseo de las Yeserías, 15","Paseo de las Yeserías, 15,",16,7,162.59
Parque de la Montaña,Monument, ,Plaza de España A,"Calle Princesa nº 5,",1,17,339.18
Parque de las Naciones,Monument,CALLE GUZMAN EL BUENO 1,Guzmán el Bueno,"Calle Guzmán el Bueno nº 1,",2,25,25.35
Parque de San Isidro,Monument,Pº Ermita del Santo ,"Calle Comandante Fontanes, 1","Calle Comandante Fontanes, 1,",14,9,604.38
Parque Juan Carlos I,Monument, ,"Calle del Boj, 5","Calle del Boj, 5,",8,14,739.68
Partido Socialista Obrero Español,Monument,C Tetuán 12,Plaza de Celenque A,"Plaza de Celenque nº 1,",5,19,101.36
Pasaje Azul,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Pasarela-puente,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Paseo entre dos árboles,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Paso peatonal Puerta Sur,Monument,C Párroco Eusebio Cuenca ,Calle del Cobre (M. Planetario),"Calle del Cobre (Metro Arganzuela Planetario),",18,5,223.88
Paul Guinard,Monument,C Paul Guinard (Casa de Velázquez) 3,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",3,16,312.03
Paul Harris,Monument,Pº Pintor Rosales ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,130.41
Paulus,Monument,PLAZA ARMERIA 1,Plaza Ramales,"Plaza de Ramales,",3,20,236.8
Pedestal del paseo de los Reyes,Monument,Pº República Argentina ,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,342.65
Pedestal del paseo Duque de Fernán Núñez,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Pedro Antonio de Alarcón,Monument,C Atocha 94,Santa Isabel,"Calle Santa Isabel 32,",16,11,187.26
Pedro Calderón de la Barca,Monument,Pza Santa Ana ,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,47.33
Pedro de Valdivia,Monument,CALLE PEDRO DE VALDIVIA 24,Serrano 113,"Calle Serrano nº 113B,",2,25,152.22
Pedro Escartín,Monument,C Hermosilla 36,Goya 18,"Calle Goya nº 18,",2,25,127.32
Pedro Escartín,Monument,PASEO CASTELLANA 142,Doctor Fleming,"Calle Doctor Fleming nº 7,",7,12,273.71
Pedro González Gutiérrez,Monument,PARQUE CERRO PEÑABEL ,"Camino de Ganapanes, 40","Camino de Ganapanes, 40,",3,21,117.12
Pedro Muñoz Seca,Monument,C Velázquez 57,Ayala,"Calle Ayala nº 44,",2,21,125.08
Pedro Sainz de Baranda y Gorriti,Monument,CALLE ALCALDE SAINZ DE BARANDA 2,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,155.01
Pedro Vargas,Monument,Pº Panamá ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,118.44
Pegaso,Monument,Ctra Acceso al Aeropuerto ,"Plaza Mayor de Barajas, 24","Plaza Mayor de Barajas, 24,",6,18,450.38
"Pelayo, Rey de Asturias",Monument,Pza Oriente ,Plaza Ramales,"Plaza de Ramales,",3,20,145.42
Pepín Fernández,Monument,Pza Carmen ,Plaza del Carmen ,"Plaza del Carmen nº 1,",5,18,64.44
Petrus,Monument,Pza Armería ,Plaza Ramales,"Plaza de Ramales,",3,20,174.35
Pilar I,Monument,C Costa del Sol 2,"Calle de Velacho Alto, 2","Calle de Velacho Alto, 2,",3,21,585.12
Pilar IV,Monument,C Mar de las Antillas 1,"Calle de Santa Virgilia, 6","Calle de Santa Virgilia, 6,",1,10,230.06
Pilares II y III,Monument,C Costa del Sol 8,"Calle de Velacho Alto, 2","Calle de Velacho Alto, 2,",3,21,590.81
Pilastras hitos plaza Recibimiento,Monument, ,"Calle del Boj, 5","Calle del Boj, 5,",8,14,750.0
Pilono Colonia Alfonso XIII,Monument,GLORIETA MONTAÑA 2,"Calle Alcala, 590","Calle Alcala, 590,",4,19,322.14
Pinturas Mingote,Monument,C de la Sal ,Plaza de la Provincia,"Plaza de la Provincia nº 1,",7,11,79.18
Pinturas murales Pasaje Pleyel,Monument,C Mayor 6,Plaza de Celenque A,"Plaza de Celenque nº 1,",5,19,81.94
Pirámide en Mirador,Monument, ,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",4,23,443.79
Pirámides del parque Peñuelas,Monument,Pº Esperanza ,Paseo de la Esperanza,"Paseo de la Esperanza nº 21,",12,11,77.8
Placa inauguración Asamblea de Madrid,Monument,Avda Pablo Neruda 142,"Calle de Candilejas, 5","Calle de Candilejas, 5,",19,4,83.63
Placa informativa Museo al Aire Libre,Monument,PASEO CASTELLANA 41,Glorieta de Em,"Paseo de la Castellana nº 43,",2,10,54.81
Placa Matadero en  Arganzuela,Monument, ,"Paseo de la Chopera, 33","Paseo de la Chopera,33,Comunidad de Madrid España",13,10,136.14
Placa Matadero en Usera,Monument,"Avda Manzanares, del 212",Glorieta de Cádiz,"Calle Antonio López nº 129,",11,11,173.46
Placa Museo al Aire Libre,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,27.27
Placa-listado cripta,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,360.46
Plano de Entrevías,Monument,Avda Entrevías 52,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",18,6,23.52
Planta cimientos Convento Trinitarios,Monument,Pza Platería de Martínez ,Huertas,"Calle Jesús nº 1,",4,22,182.55
Planta cimientos Fábrica Platerías,Monument,Pza Platería de Martínez 1,Almadén,"Calle Almadén nº 28,",16,7,193.64
Planta de la torre de la iglesia de Santa Cruz,Monument,Pza Santa Cruz 1,Plaza de la Provincia,"Plaza de la Provincia nº 1,",7,11,44.61
Plaza de acceso del Jardín de las Tres Culturas,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Plaza de Juan Santamaría,Monument,Pza Juan Santamaría ,"Calle Arzobispo Morcillo, 6","Calle Arzobispo Morcillo, 6,",3,24,181.22
Plaza de la Unión Cárcavas-San Antonio,Monument,Pza Unión Cárcavas-San Antonio ,"Rafaela Aparicio, 10","Rafaela Aparicio, 10,",24,3,87.79
Plaza de los Emperadores,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",22,5,156.0
Plaza de los Ministerios,Monument,Pº Castellana 67,Plaza de San Juan de la Cruz,"Plaza de San Juan de la Cruz nº 11,",3,20,260.78
Plaza de Oriente,Monument,Pza Oriente 1,Palacio de Oriente,"Calle Carlos III nº 1,",3,13,89.34
Plaza de Toros de Tetuán,Monument,CALLE BRAVO MURILLO 297,Remonta,"Calle Azucenas nº 1,",1,18,170.57
Plaza-Escultura,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,114.52
Plácido Domingo,Monument,C Ibiza 34,Retiro-Ibiza,"Calle Ibiza nº 18,",4,23,176.83
Polideportivo de Hortaleza,Monument,Ctra Acceso a la Estación de Hortaleza ,"Calle de Santa Virgilia, 6","Calle de Santa Virgilia, 6,",1,10,671.92
Polideportivo de Vicálvaro,Monument,PASEO POLIDEPORTIVO 3,Villablanca  7,"Calle Villablanca 7,",5,18,371.36
Por la Paz y el Desarme,Monument,AUDITORIO PARQUE DE LA VICALVARADA ,Villablanca  7,"Calle Villablanca 7,",5,18,86.11
Portada Cementerio de la Florida,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,339.46
Portada de Torre Arias,Monument,CALLE ALCALA 551,"Calle Alcala, 546","Calle Alcalá, 546,",7,20,45.18
Premio Europa Nostra 2003,Monument,C Huertas 47,Huertas,"Calle Jesús nº 1,",4,22,117.36
Prensa,Monument,C Principal de Provincias ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,312.64
Primera Piedra Ciudad Lineal,Monument,C Arturo Soria 3,"Misterios, 1","Misterios,1,",2,21,47.49
Primera Piedra del Banco España,Monument,Pº Prado 2,Cibeles,"Plaza Cibeles,",16,7,56.57
Princesa de Yaiza,Monument, ,"Molins de Rey, 8","Calle Molins de Rey, 8,",3,21,137.71
Proalí,Monument,PASEO CASTELLANA 41,Glorieta de Em,"Paseo de la Castellana nº 43,",2,10,54.81
Protección a la Infancia,Monument,Pza Campillo del Mundo Nuevo ,Ribera de Curtidores,"Calle Ribera de Curtidores nº 28,",14,13,180.18
Proyecto para un monumento IV B,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,48.8
Puente Colorado,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
Puente de Arganzuela,Monument, ,"Paseo de las Yeserías, 15","Paseo de las Yeserías, 15,",16,7,257.81
Puente de hierro sobre la ría,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",22,5,303.68
Puente de La Agachadiza,Monument,Pº Castaños ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,758.42
Puente de la Culebra,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Puente de la Garrapata,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
Puente de Segovia,Monument, Puente de Segovia ,Paseo virgen de puerto,"Paseo virgen de puerto,",16,0,297.31
Puente de Segovia. Panel informativo,Monument,Pº Marqués de Monistrol 7,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",17,10,469.97
Puente de Toledo,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Puente del Alamo Negro,Monument,Ctra Zarzón ,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",4,23,556.71
Puente peatonal sobre el arroyo de Antequina,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
Puente Principado de Andorra,Monument,"Avda Manzanares, del 48",Ermita Santo,"Paseo de la Ermita del Santo nº 48,",17,10,168.72
Puentes del Invernadero y del Matadero,Monument, ,Antonio López,"Calle Eugenio Caxes frente al nº 12,",22,1,199.31
Puerta Bonita,Monument,C General Ricardos ,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",10,13,255.52
Puerta Cerrada,Monument,Pza Puerta Cerrada ,Plaza del Cordón,"Plaza del Cordón,",1,23,116.86
Puerta Colonia de la Prensa,Monument,C Rodríguez Lázaro 1,"Eugenia de Montijo, 57","Eugenia de Montijo, 57,",2,13,115.98
Puerta de Alcalá,Monument,Pza Independencia ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,41.1
Puerta de Aravaca,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
Puerta de Dante del Retiro,Monument,Pza Menéndez Pelayo ,Menéndez Pelayo,"Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,",11,15,147.55
Puerta de España del Retiro,Monument,C Alfonso XII ,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,66.95
Puerta de Felipe IV del Retiro,Monument,C Alfonso XII 3,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,169.68
Puerta de Granada del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,39.32
Puerta de Hernani del Retiro,Monument,C Alcalá 62,Velázquez,"Calle Alcalá nº 95,",2,21,186.65
Puerta de Herrero Palacios del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",3,24,65.45
Puerta de Hierro,Monument,AVENIDA PADRE HUIDOBRO 1,"Calle del Profesor Aranguren, 1","311 - Calle del Profesor Aranguren, 1,",1,26,1073.52
Puerta de la Alcarria,Monument,C Alcarria ,"Calle Cifuentes, 5","Calle Cifuentes, 5,",11,12,313.42
Puerta de la América Española del Retiro,Monument,Pza Menéndez Pelayo 10,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",9,18,176.04
Puerta de la Ilustración,Monument,C Ginzo de Limia ,"Calle Pedro Rico, 49","Calle Pedro Rico, 49,",18,6,106.87
Puerta de la Independencia del Retiro,Monument,Pza Independencia ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,42.15
Puerta de la Latina,Monument,Avda Juan de Herrera 4,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",3,16,548.53
Puerta de la Reina Mercedes del Retiro,Monument,Pza Menéndez Pelayo ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,25.15
Puerta de los Cuarteles de Daoiz y Velarde,Monument,Avda Ciudad de Barcelona 164,Pedro Bosch,"Calle Cerro de la Plata nº 2,",22,1,291.47
Puerta de los jardines del Arquitecto Herrero Palacios,Monument,Pº Duque de Fernán Núñez ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",3,24,191.17
Puerta de los Osos,Monument,C General Ricardos 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",10,13,339.21
Puerta de Madrid del Retiro,Monument,C O'Donnell ,Castelló,"Calle Alcalá nº 111,",5,22,104.73
Puerta de Murillo del Retiro,Monument,C Alfonso XII ,Espalter,"Calle Espalter nº 1,",13,6,231.02
Puerta de O´Donnell del Retiro,Monument,C O'Donnell ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",9,18,27.29
Puerta de Rodajos,Monument,Ctra Rodajos ,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",4,23,1822.84
Puerta de Sainz de Baranda del Retiro,Monument,Pza Menéndez Pelayo ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,112.61
Puerta de San Vicente,Monument,Gta San Vicente ,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,260.15
Puerta de Somosaguas,Monument,CARRETERA SOMOSAGUAS ," Paseo de la Venta, 1","Paseo de la Venta, 1,",7,20,888.35
Puerta de Toledo,Monument,Gta Puerta de Toledo ,Puerta de Toledo,"Glorieta de la Puerta de Toledo nº 1,",10,9,46.9
Puerta del Doce de Octubre del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",3,24,22.19
Puerta del Niño Jesús del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,93.78
Puerta del Olivar de Atocha (Jardines de Cecilio Rodríguez),Monument,Pº Duque de Fernán Núñez ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,215.35
Puerta del pabellón de los Jardines Cecilio Rodríguez,Monument,Pº Uruguay ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,101.11
Puerta del Reservado Grande,Monument,Pº Marqués de Monistrol ,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,409.39
Puerta del Rey,Monument,Pº Marqués de Monistrol ,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,376.0
Puerta del Zarzón,Monument,CARRETERA ZARZON 6,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",4,23,501.44
Puerta del Ángel Caído del Retiro,Monument,C Alfonso XII 5,Puerta del Ángel Caído,"Avenida de Alfonso XII nº 54,",6,21,42.37
Puerta entre Reservados,Monument,PASEO PLATANOS ," Paseo de la Venta, 1","Paseo de la Venta, 1,",7,20,896.68
Puerta Huerta de la Salud,Monument,C Mar de las Antillas 6,"Calle de Santa Virgilia, 6","Calle de Santa Virgilia, 6,",1,10,197.25
Puerta norte del Jardín Botánico,Monument,Pza Murillo 2,Espalter,"Calle Espalter nº 1,",13,6,71.24
Puerta Real del Jardín Botánico,Monument,Pº Prado 11,Almadén,"Calle Almadén nº 28,",16,7,82.06
Puerta San Vicente. Panel informativo,Monument,Gta San Vicente ,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,297.82
Puerta secundaria jardines Cecilio Rodríguez,Monument,Pº Uruguay ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,75.89
Puerta sur de los jardines de Cecilio Rodríguez,Monument,Pº Uruguay ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,135.14
Puertas Biblioteca y Museo Arqueológico Nacionales,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,35.94
Puerta-campanario,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Pérgola calle del Euro,Monument,Avda Euro ,Albox 33,"Calle Albox 33,",4,19,365.75
Pérgola I parque de la Cuña Verde de Latina,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Pérgola II parque de la Cuña Verde de Latina,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Pérgola parque del Manzanares,Monument, ,"Avenida Cordoba, 21","Avenida Cordoba, 21,",18,4,835.88
