Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Burrito,Monument,C Pío Felipe 12,"Calle Humanes, 3","Calle Humanes, 3,",8,15,262.28
Busto Pablo Neruda,Monument,Avda Pablo Neruda 40,"Calle Ramirez Tome, 31","Calle Ramirez Tome, 31,",7,20,205.24
Bustos de emperadores romanos del jardín de la Quinta del duque del Arco,Monument,MONTE EL PARDO ,"Calle de Caroli, 1","Calle de Caroli, 1,",6,17,5347.7
Bárbara de Braganza,Monument,Pza Villa de París ,Marqués de la Ensenada,"Calle Marqués de la Ensenada nº 16,",2,21,78.96
Cabeza olmeca,Monument,Avda del Ensanche de Vallecas 13,"Calle de Valderrebollo, 18","444 - Calle de Valderrobollo, 18,",17,6,384.44
Cabo Luis Noval,Monument, ,San Quintín,"Calle Pavía nº 6,",8,19,52.13
Calderón de la Barca,Monument,C Mayor 61,Plaza de San Miguel,"Plaza de San Miguel nº 9,",15,9,35.05
Calle de Milaneses,Monument,C Milaneses 1,Plaza de San Miguel,"Plaza de San Miguel nº 9,",15,9,29.5
Calle de Santiago,Monument,C Santiago 6,Plaza de San Miguel,"Plaza de San Miguel nº 9,",15,9,82.86
Callejón de Jorge Juan,Monument,C Jorge Juan 14,Villanueva,"Calle Claudio Coello nº 19,",2,21,123.55
Camilo José Cela,Monument,Pza Menéndez Pelayo ,Facultad Derecho,"Avenida Complutense nº 23,",1,22,100.94
Camilo José Cela,Monument,C Claudio Coello 91,Ortega y Gasset,"Calle José Ortega y Gasset nº 4,",2,20,76.49
Camilo José Cela,Monument,C Alcalá 185,Mártires Concepcionistas,"Calle Mártires Concepcionistas nº 2,",1,26,44.78
Campana de La Paz,Monument,Pza San Andrés 1,Plaza de los Carros,"Carrera de San Francisco nº 1,",20,7,99.89
Campana de la plaza Mercurio,Monument,Pza Mercurio ,"Plaza Mayor de Barajas, 24","Plaza Mayor de Barajas, 24,",15,8,137.36
Campoamor,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Campoamor,Monument,C Recoletos 17,Biblioteca Nacional,"Paseo de Recoletos nº 20,",10,13,208.91
Canal del parque Juan Carlos I,Monument, ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",4,19,426.28
Canalejas y Méndez,Monument,Pza Puerta del Sol 6,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",8,7,316.7
Canillejas,Monument,Pza Mora de Rubielos 4,"Calle Alcala, 590","Calle Alcala, 590,",13,10,176.99
Capiteles Paseo del Prado,Monument,Pº Prado ,Almadén,"Calle Almadén nº 28,",17,6,86.98
Capitán Ángel Melgar,Monument, ,Plaza Ramales,"Plaza de Ramales,",8,15,125.67
Carabela Santa María,Monument,AVENIDA VICTORIA 2,"Calle de Caroli, 1","Calle de Caroli, 1,",6,17,2820.28
Cardenal Cisneros,Monument,CALLE CARDENAL CISNEROS 2,Malasaña,"Calle Manuela Malasaña nº 5,",6,21,147.47
Carlos Arniches,Monument,C Carlos Arniches 31,Ribera de Curtidores,"Calle Ribera de Curtidores nº 28,",18,9,212.73
Carlos Arniches,Monument,CALLE MONTE ESQUINZA 1,Marqués de la Ensenada,"Calle Marqués de la Ensenada nº 16,",2,21,147.56
Carlos I de España y V de Alemania,Monument,Pº República Argentina ,Antonio Maura,"Calle Antonio Maura nº 15,",2,22,149.11
Carlos Ibáñez de Ibero,Monument,CALLE GENERAL IBAÑEZ DE IBERO 1,Reina Victoria,"Calle Beatriz de Bobadilla frente al nº 2,",7,16,302.39
Carlos II,Monument,Pº República Argentina ,Antonio Maura,"Calle Antonio Maura nº 15,",2,22,180.86
Carlos III,Monument,Pza Murillo 2,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Carlos III,Monument,Pza Puerta del Sol ,Conde de Romanones,"Plaza del Conde de Romanones nº 9,",15,3,371.92
Carlos Lezcano,Monument,C Rollo 3,Plaza del Cordón,"Plaza del Cordón,",15,9,67.58
Carlos Linneo (Carl von Linne),Monument,Pza Murillo 2,Puerta del Ángel Caído,"Avenida de Alfonso XII nº 54,",14,12,183.66
Carlos María Rodríguez de Valcárcel,Monument,Pza Encuentro 4,Plaza del Encuentro,"Calle Arroyo de las Pilillas nº 6,",10,14,149.88
Carlos Moreno,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",7,17,299.05
Carlos y Guillermo Fernández-Shaw,Monument,C Carlos y Guillermo Fernández Shaw ,Conde de Casal,"Plaza del Conde de Casal nº 8,",12,6,107.17
Carnicer Betllé Ramón,Monument,CALLE SANTA ISABEL 38,Santa Isabel,"Calle Santa Isabel 32,",17,10,64.86
Carolus III Hispaniarum Rex,Monument, ,San Quintín,"Calle Pavía nº 6,",8,19,170.68
Casa de la Panadería,Monument,Pza Mayor 27,Plaza de San Miguel,"Plaza de San Miguel nº 9,",15,9,163.38
Casa de la Panadería,Monument,Pza Mayor 27,Plaza de San Miguel,"Plaza de San Miguel nº 9,",15,9,199.33
Casa del Pescador del Retiro,Monument,Pº Duque de Fernán Núñez ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",20,7,124.14
Castilla,Monument,CALLE CASTELLO 77,Marqués de Salamanca,"Calle José Ortega y Gasset nº 30,",4,19,125.4
Cavanilles,Monument,Pza Murillo 2,Cuesta de Moyano,"Cuesta de Claudio Moyano,",11,13,126.94
Caídos de Chamartin de la Rosa,Monument,PLAZA DUQUE DE PASTRANA 1,Plaza Duque Pastrana 1,"Plaza Duque Pastrana, 1,",6,17,16.49
Caídos del Cuartel de la Montaña,Monument,C Ferraz ,Ferraz,"Calle Evaristo San Miguel nº 2,",6,16,127.44
Cañas silbadoras,Monument,CALLE CEA BERMUDEZ 50,Cea Bermúdez,"Calle Cea Bermúdez nº 59,",4,23,184.82
Cecilio Rodríguez,Monument, ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",1,26,160.28
"Cementerio de la Florida, recinto y capilla",Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",7,17,356.92
Centenario de la primera sesión de cine,Monument,Ctra San Jerónimo 32,Sevilla,"Calle Alcalá nº 27,",9,9,179.54
Centenario del Hospital Central de la Defensa,Monument,GLORIETA EJERCITO 1,"Paseo de Marcelino Camacho, 53B","Paseo de Marcelino Camacho, 53B,",6,17,88.79
Centro Básico de Servicios Sociales y 3ª Edad,Monument,C Villalonso 12," Arroyo Bueno, 53","Arroyo Bueno, 53,",7,18,171.08
Centro Cultural Antonio Machado,Monument,CALLE SAN ROMAN DEL VALLE 8,Amposta s/n (esquina Arcos de Jalón),"Amposta s/n (esquina Arcos de Jalón),",9,14,336.24
Centro Cultural Remonta,Monument,PLAZA REMONTA 12,Remonta,"Calle Azucenas nº 1,",4,15,52.08
Centro Cultural San Cristóbal de los Ángeles,Monument,Pza Pinazo 9,"Calle Cifuentes, 5","Calle Cifuentes, 5,",3,19,830.39
Centro Cultural San Juan Bautista,Monument,C San Nemesio 4,"Albelda, 6","Calle Albelda, 6,",3,21,312.03
Centro Cultural Ágata,Monument,Pza Ágata 2,"Doctor Martín Arévalo, 19","Calle Doctor Martín Arévalo, 19,",4,19,102.35
Centro de Educación Especial Reina Sofía,Monument,Ctra Canillas 51,"Calle Andorra, 6","546 - Calle Andorra, 6,",2,21,173.19
Centro de Servicios Sociales Luis Vives,Monument,AVENIDA INSTITUCION LIBRE DE ENSE&amp;Ntilde;ANZA 160,"Hermanos Garcia Noblejas, 158","Hermanos Garcia Noblejas, 158,",11,13,43.19
Centro Integrado Teresa de Calcuta,Monument,Pza Navío ,"Avenida de Cantabria, 6","Avenida de Cantabria, 6,",11,12,76.0
Centro Juvenil Miguel de Cervantes,Monument,CALLE FENELON 6,"Calle Troya, 11","Calle Troya, 11,",9,15,89.96
Centro Tercera Edad,Monument,C Jerte ,Plaza de San Francisco,"Plaza de San Francisco nº 5,",23,1,83.5
Cervantes,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",10,13,69.08
Chamberí a sus hijos,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",7,17,356.43
Chintila,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Chueca,Monument,Pº Uruguay ,Menéndez Pelayo,"Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,",15,11,376.79
Chulín,Monument,COMPLEJO ZOOLOGICO DE LA CASA CAMPO ," Paseo de la Venta, 1","Paseo de la Venta, 1,",1,26,846.97
Cilindros en el espacio,Monument,PASEO CASTELLANA 1,Plaza de Colón,"Calle Goya nº 1,",2,21,121.41
Cinco obeliscos Centro Comercial Arturo Soria Plaza,Monument,C Arturo Soria 126,"Diego Ayllon, 2","Diego Ayllon, 2,",3,20,230.73
Cinematógrafo,Monument,CARRERA SAN JERONIMO 32,Sevilla,"Calle Alcalá nº 27,",9,9,181.09
Ciudad Sanitaria 12 Octubre,Monument,Avda Córdoba ,"Doctor Tolosa Latour, 7","Doctor Tolosa Latour, 7,",3,20,352.6
Ciudad Sanitaria La Paz,Monument,Pº Castellana 261,"Calle de Angel Mugica, 3","Calle de Angel Mugica, 3,",5,19,468.16
Clara Campoamor,Monument,Avda General Fanjul ,"Avenida de las Aguilas , 110","Avenida de las Aguilas , 110,",6,18,123.83
Clara Campoamor,Monument,Pza Guardias de Corps ,Conde Duque,"Calle Conde Duque nº 22,",6,17,27.36
Clara del Rey,Monument,CALLE CLARA DEL REY 1,"Clara del Rey, 6","Clara del Rey, 6,",2,22,153.0
Claudio Moyano,Monument,C Claudio Moyano ,Cuesta de Moyano,"Cuesta de Claudio Moyano,",11,13,9.16
Claudio Sánchez Albornoz,Monument,PLAZA CELENQUE 1,Miguel Moya,"Calle Miguel Moya nº 1,",19,8,339.28
Colegiales,Monument,C Mirasierra 29,"Amparo Usera , 46","Amparo Usera , 46,",22,1,264.2
Colegiales,Monument,Pza Pinazo 7,"Calle Cifuentes, 5","Calle Cifuentes, 5,",3,19,834.64
Colegio Mayor San Pablo,Monument,CALLE ISAAC PERAL 58,Hospital Clínico,"Calle Isaac Peral nº 44,",4,18,252.78
Colegio Nacional Padre Vitoria,Monument,C Hacienda de Pavones 328,Pavones,"Calle Hacienda de Pavones nº 342,",1,21,303.89
Colegio Príncipe Felipe,Monument,AVENIDA MONFORTE DE LEMOS 24,"Calle Melchor Fernandez Almagro, 16","Calle Melchor Fernandez Almagro, 16,",7,17,289.23
Colegio Público Dionisio Ridruejo,Monument,C Zipaquira 14,"Zapatoca, 8","Calle Zapatoca, 8,",10,13,104.97
Colonia San Fernando,Monument,Avda Guardia ,"Calle de Gloria Fuertes, 181","Calle de Gloria Fuertes, 181,",27,0,4673.83
Colonia Torres Garrido,Monument,Col Torres Garrido ,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",6,17,146.62
Columna corintia en la Quinta de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",5,18,39.64
Columna de Calatrava,Monument,PLAZA CASTILLA 1,Plaza de Castilla 2,"Paseo Castellana (Fundación Canal),",2,21,124.13
Columna de Saturno,Monument,PARQUE ALAMEDA DE OSUNA ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",19,8,378.38
Columna jónica en la Quinta de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",5,18,39.64
Columnas de la casa de las Siete Chimeneas,Monument,C Infantas 31,Banco de España A,"Calle Alcalá nº 49,",2,25,182.11
Columnas de los Enfrentados,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",19,8,55.9
Columnas del Paseo del Prado,Monument,Pº Prado ,Cibeles,"Plaza Cibeles,",9,14,38.71
Columnas ornamentales en el jardín del palacete Villa Rosa,Monument, ,"Vicente Muzas, 12","Vicente Muzas, 12,",2,21,497.97
Columnas Rosaleda I y II,Monument,C Rosaleda ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",7,17,157.49
Columnas toscanas Pradolongo,Monument,PARQUE PRADOLONGO ,"Doctor Tolosa Latour, 7","Doctor Tolosa Latour, 7,",3,20,193.82
Columnata del claustro,Monument,JARDIN TRES CULTURAS ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",4,19,873.65
Columna-pedestal de los jardines de Cecilio Rodríguez,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",15,12,137.19
Composición geométrica,Monument,AUDITORIO PARQUE DE LA VICALVARADA ,Villablanca  7,"Calle Villablanca 7,",2,21,86.11
Concepción Arenal,Monument,Pº Moret ,Paseo de Moret,"Paseo de Moret nº 11,",10,13,51.68
Concesa de la Maza,Monument,C Claudio Coello 88,Ortega y Gasset,"Calle José Ortega y Gasset nº 4,",2,20,116.11
Conde de Peñalver,Monument,C Gran Vía 2,Sevilla,"Calle Alcalá nº 27,",9,9,157.39
Conjunto escultórico parque Arquitecto Antonio Palacios,Monument,CALLE FENELON 17,"Calle Troya, 11","Calle Troya, 11,",9,15,315.79
Conrado del Campo,Monument,Ctra Aduana 16,Sevilla,"Calle Alcalá nº 27,",9,9,143.88
Constitución de 1978,Monument,PASEO CASTELLANA 1,Plaza de Colón,"Calle Goya nº 1,",2,21,121.41
Constitución española,Monument, ,"Calle Illescas, 80","Calle Illescas, 80,",14,9,258.53
Consuelo Rubio,Monument,C O'Donnell 11,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",20,7,64.0
Copa,Monument,Pza España 10,Plaza de España A,"Calle Princesa nº 5,",13,5,168.68
Corral de Comedias,Monument,Pza La Corrala ,Plaza de Lavapiés,"Calle Valencia nº 1,",12,12,160.3
Corredera Baja de San Pablo,Monument,Cdra Baja San Pablo 28,Carlos Cambronero,"Plaza de Carlos Cambronero nº 2,",7,16,141.46
Cristóbal Colón,Monument,Pza Colón ,Plaza de Colón,"Calle Goya nº 1,",2,21,110.08
Cruceiro de la Ermita de Nuestra Señora del Buen Camino,Monument,Pº Ermita del Santo ,"Calle de Caroli, 1","Calle de Caroli, 1,",6,17,577.09
Cruceiro de la Ermita de San Isidro,Monument,Pº Ermita del Santo 78,PASEO DE LOS MELANCÓLICOS 73,"PASEO DE LOS MELANCÓLICOS 73,",15,7,602.57
Cruceiro de la plaza de Galicia,Monument,Pza Galicia ,Castelló,"Calle Alcalá nº 111,",6,21,246.53
Cruceiro del parque de Breogán,Monument, ,Avenida Brasilia,"Avenida de Brasilia frente al nº 9,",4,19,65.22
Cruceiro Virgen del Camino,Monument,C Fenelón 42,"Calle Troya, 11","Calle Troya, 11,",9,15,417.21
Crucero en la calle General Romero Basart,Monument,C General Romero Basart ,"Calle Osa de la Vega, 25-103","Calle Osa de la Vega, 25-103,",10,13,337.41
Cruz de Piedra,Monument,Pza Parroquia 1,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",6,17,26.81
Cruz de término,Monument,C Principal de Provincias ,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",23,4,249.93
Cruz Puerta Cerrada,Monument,Pza Puerta Cerrada ,Plaza del Cordón,"Plaza del Cordón,",15,9,192.27
Cuatro estanques CYII,Monument,CARRETERA CASTILLA 12,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",21,2,890.75
Cuatro Ríos,Monument,JARDIN TRES CULTURAS ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",4,19,873.65
Cuba,Monument,PASEO EL SALVADOR ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",20,7,235.95
Cuerpo de Bomberos,Monument,C Montera 31,Desengaño,"Calle Desengaño nº 1,",11,12,206.39
Cástor y Pólux,Monument,C Villablanca 41,Villablanca  7,"Calle Villablanca 7,",2,21,337.52
Cátedra de taquigrafía española,Monument,C Marqués de Cubas 15,Marqués de Cubas,"Calle del Marqués de Cubas nº 25,",3,20,80.26
Dados de Hormigón Parque del Retiro,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Daniel Urrabieta Vierge,Monument,C Huertas 28,Antón Martín,"Calle Atocha nº 54,",13,6,152.94
Daniel Vázquez Díaz,Monument,C María de Molina 66,Avenida de América 2,"Calle Francisco Silvela nº 86,",1,22,91.35
Daoiz y Velarde,Monument,Pza Dos de Mayo ,San Andrés,"Calle San Andrés nº 18,",15,8,71.17
Daoiz y Velarde y Arco de Monteleón,Monument,Pza Dos de Mayo ,San Andrés,"Calle San Andrés nº 18,",15,8,40.85
David González Rubio I,Monument,C Doctor Tolosa Latour ,"Doctor Tolosa Latour, 7","Doctor Tolosa Latour, 7,",3,20,201.89
David González Rubio II,Monument,C Doctor Tolosa Latour ,"Doctor Tolosa Latour, 7","Doctor Tolosa Latour, 7,",3,20,201.78
Dedos,Monument,PARQUE JUAN CARLOS I 1,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",4,19,485.59
Derechos del Niño,Monument,Pº Recoletos ,Biblioteca Nacional,"Paseo de Recoletos nº 20,",10,13,58.53
Diana,Monument,Pº Uruguay ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",1,22,339.29
Diana,Monument,Trav Felipe de Diego ,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",27,0,214.2
Diego de Silva Velázquez,Monument,C Juan Bravo ,Velázquez-Diego de León,"Calle Velázquez nº 91,",3,20,165.04
Dimitar Dimov,Monument,Pza Lealtad 2,"Calle Felipe IV, 3","Calle Felipe IV, 3,",5,18,111.88
Dinastía torera Bienvenida,Monument,C Príncipe de Vergara 3,Alcalá,"Avenida de Menéndez Pelayo nº 3,",11,16,58.92
Dionisio Ridruejo,Monument, ,"Corregidor Ldo. Antonio de Mena, sn","Corregidor licenciado Antonio de Mena, sn,",8,16,249.6
Diosa Hera,Monument,Pº Duque de Fernán Núñez ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",1,22,199.88
Doble ancla,Monument,C Alicún 9,"Calle de Bacares, 20","Calle de Bacares, 20,",7,17,351.39
Doctor Benavente,Monument,PLAZA PARTERRE ,"Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",2,22,6.57
Doctor Conde Arruga,Monument,C Hacienda de Pavones 105,"Hacienda de Pavones, 148","Hacienda de Pavones, 148,",3,20,182.32
Doctor Cortezo,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Doctor Esquerdo,Monument,AVENIDA POBLADOS 70,"382-Parque Eugenia de Montijo, 2","Parque Eugenia de Montijo, 2,",2,22,486.12
Doctor Fleming,Monument,CALLE ALCALA 231,Alcalá-Ventas,"Calle Alejandro González nº 1,",2,21,74.15
Doctor García Tapia,Monument,C Arroyo Belincoso ,"Calle del Arroyo Belincoso, 26","Calle del Arroyo Belincoso, 26,",17,6,239.77
Doctor Gómez Ulla,Monument,C Doctor Gómez Ulla 2,Mártires Concepcionistas,"Calle Mártires Concepcionistas nº 2,",1,26,254.65
Doctor Larra y Cerezo,Monument,CALLE JUAN ALVAREZ MENDIZABAL 12,Plaza de España A,"Calle Princesa nº 5,",13,5,108.0
Doctor Ángel Pulido Fernández,Monument,PLAZA PARTERRE ,"Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",2,22,6.57
Dodecaedro-Éter,Monument,Pº Melancólicos ,Paseo Imperial,"Paseo Imperial nº 20,",13,14,210.18
Don Juan de Borbón,Monument,Gta Su Alteza Real Don Juan de Borbón y Battemberg ,"Avda. del Partenón, 6","5568 - Avda. del Partenón, 6,",1,26,352.25
Dos bajorrelieves Nª Sª del Rosario,Monument,C Arturo Soria 278,Calle Serrano Galvache,"Calle Serrano Galvache,",3,20,83.11
Dos columnas en la calle Conde Duque,Monument,C Conde Duque ,Conde Duque,"Calle Conde Duque nº 22,",6,17,172.84
Dos columnas en los jardines de Cecilio Rodríguez,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",15,12,147.72
Dos estanques con ría del parque del Soto de Entrevías,Monument,PARQUE ENTREVIAS ,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",4,20,618.13
Dos estanques rectangulares en la calle Alcalá,Monument,C Alcalá 527,"Juan Ignacio Luca de Tena, 13","C Juan Ignacio Luca de Tena, 13,",5,22,241.64
Dos fuentes circulares de la Fundación BBVA,Monument,Pº Recoletos ,Biblioteca Nacional,"Paseo de Recoletos nº 20,",10,13,205.55
Dos fuentes triangulares de la Casa de Campo,Monument,C Principal de Provincias ,"Calle Francisco de Tejada, 1","Calle Francisco de Tejada, 1,",6,18,424.79
Dos Niños,Monument,C Portal de Belén ,Pío Baroja,"Calle Pío Baroja nº 10,",8,15,118.52
Dos toros del Palacio Vistalegre,Monument,C Utebo 1,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",2,21,239.3
Dr. Arturo Umberto Illia,Monument,C Martín Fierro ,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",2,21,341.96
Duque de Alba y de Berwick,Monument,C Princesa 20,Ventura Rodríguez,"Ventura Rodriguez, 2,",12,15,97.21
Duquesa de la Victoria,Monument,AVENIDA REINA VICTORIA 24,Cuatro Caminos 2,"Calle Doctor Santero nº 1,",3,18,307.28
Décollage naval,Monument,C Marqués de Villamagna ,Ortega y Gasset,"Calle José Ortega y Gasset nº 4,",2,20,184.27
Día y Noche,Monument, ,Avd ciudad de Barcelona ,"Avd ciudad de Barcelona ,",5,20,184.02
Edificio de la Beneficiencia,Monument,C Ternera 2,Santo Domingo,"Plaza de Santo Domingo nº 1,",15,9,153.87
Eduardo Alfonso,Monument,C Arenal 26,Palacio de Oriente,"Calle Carlos III nº 1,",6,12,199.35
Eduardo Lozano y Ponce de León,Monument,Pza Doctor Lozano ,Doctor Lozano,"Calle Sierra Toledana nº 33,",21,3,148.08
Eduardo Marquina,Monument,C Barquillo 7,PriM,"Calle Prim nº 2,",7,21,163.75
Eduardo Rosales,Monument,CALLE VALGAME DIOS 2,PriM,"Calle Prim nº 2,",7,21,101.74
Eduardo Rosales,Monument,Pº Pintor Rosales ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",7,17,202.41
Eduardo Rosales,Monument,CALLE LIBERTAD 23,Augusto Figueroa,"Calle Augusto Figueroa nº 33,",11,16,95.11
Educación de la Infancia,Monument,PLAZA SALESAS 1,Plaza de las Salesas,"Plaza de las Salesas 7,",5,22,53.09
El Abrazo,Monument,Pza Antón Martín ,Antón Martín,"Calle Atocha nº 54,",13,6,29.61
El Ángel Caído,Monument,Gta Ángel Caído ,Menéndez Pelayo,"Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,",15,11,462.8
El Balancín,Monument,CALLE PUERTO RICO 22,Colombia,"Calle Colombia nº 7,",2,22,403.24
El Bosque de los Tótems,Monument,Pº Florida 2,Paseo de la Florida,"Paseo de la Florida nº 8,",22,5,270.14
El buzón de las palabras,Monument,Pza Carabanchel ,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",6,17,52.57
El Encierro,Monument,C Julio Camba ,Ventas,"Avenida de los Toreros nº 49,",2,25,155.56
El Encuentro,Monument,C Fuente Carrantona 8,Pavones,"Calle Hacienda de Pavones nº 342,",1,21,305.95
El Guerrero,Monument,C Santa Irene ,Marqués de Corbera 12,"Avenida Marqués de Corbera nº 12,",17,7,657.66
El lector,Monument,C San Justo ,Plaza del Cordón,"Plaza del Cordón,",15,9,57.63
El Madroño,Monument,C Oca ,"Paseo de Marcelino Camacho, 53B","Paseo de Marcelino Camacho, 53B,",6,17,228.62
El Niño,Monument,CALLE MAURICIO LEGENDRE 36,Torre Cepsa,"Calle Sinesio Delgado nº 2,",6,21,352.75
El perro,Monument,GLORIETA EJERCITO 1,"Paseo de Marcelino Camacho, 53B","Paseo de Marcelino Camacho, 53B,",6,17,88.79
El perro callejero,Monument,COMPLEJO ZOOLOGICO DE LA CASA CAMPO ," Paseo de la Venta, 1","Paseo de la Venta, 1,",1,26,846.97
El Portillo de los Pinos,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
El Pueblo Español tiene un camino que conduce a una estrella,Monument,C Sánchez Bustillo ,Museo Reina Sofía,"Calle Santa Isabel nº 57,",2,21,67.09
El Racing Club a los héroes de África,Monument,PLAZA CHAMBERI 4,Manuel Silvela,"Calle Manuel Silvela nº 20,",1,26,300.29
El Vecino Curioso,Monument,C Almudena ,Segovia 26,"Calle Segovia nº 26,",9,18,149.66
Elemento mecánico ferroviario,Monument,C Arganda 9,Paseo de la Esperanza,"Paseo de la Esperanza nº 21,",15,7,148.35
Elena Fortún,Monument,PASEO RUPERTO CHAPI ,Paseo de Moret,"Paseo de Moret nº 11,",10,13,204.62
Eloy Gonzalo 'Cascorro',Monument,Pza Cascorro ,Plaza de la Cebada,"Plaza de la Cebada nº 16 ,",20,10,174.69
Embarcadero del Estanque del Retiro,Monument,Pº Estanque (Parque del Retiro) ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,370.32
Emilia Pardo Bazán,Monument,C Princesa ,Ventura Rodríguez,"Ventura Rodriguez, 2,",12,15,49.43
Emilio Castelar,Monument,GLORIETA EMILIO CASTELAR ,Glorieta de Em,"Paseo de la Castellana nº 43,",3,9,81.67
Encuentro en la playa,Monument,Trav Felipe de Diego 2,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",27,0,142.16
Encuentros,Monument, ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",4,19,180.46
Enrique Arroyo,Monument,C Rosaleda ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",7,17,207.09
Enrique Carrión,Monument,C Gran Vía 41,Miguel Moya,"Calle Miguel Moya nº 1,",19,8,77.9
Enrique de la Mata Gorostizaga,Monument,Gta Rubén Darío 4,Castellana 33,"Castellana 33,",2,21,182.95
Enrique Herreros,Monument,CALLE CEA BERMUDEZ 2,Canal,"Calle José Abascal frente al nº 2,",10,13,160.38
Enrique II,Monument,Pº República Argentina ,Antonio Maura,"Calle Antonio Maura nº 15,",2,22,178.6
